2024-12-01 11:23:20,823 | Function: wrapper | Time: 1.4039 seconds
2024-12-09 10:57:53,228 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 10:57:53,231 | Function: is_valid_email | Time: 0.0006 seconds
2024-12-09 10:57:53,234 | Function: check_external_apis | Time: 0.0095 seconds
2024-12-09 10:58:37,411 | Function: extract_body | Time: 0.0006 seconds
2024-12-09 10:58:37,560 | Function: extract_body | Time: 0.0009 seconds
2024-12-09 10:58:37,564 | Function: extract_urls | Time: 0.1482 seconds
2024-12-09 10:58:37,567 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 10:58:37,570 | Function: check_eml | Time: 0.1662 seconds
2024-12-09 10:58:37,575 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 10:58:37,577 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 10:58:37,581 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 10:58:37,584 | Function: is_valid_email | Time: 0.0001 seconds
2024-12-09 10:58:37,586 | Function: check_external_apis | Time: 0.0124 seconds
2024-12-09 11:17:27,160 | Function: extract_body | Time: 0.0008 seconds
2024-12-09 11:17:27,175 | Function: extract_body | Time: 0.0006 seconds
2024-12-09 11:17:27,179 | Function: extract_urls | Time: 0.0103 seconds
2024-12-09 11:17:27,182 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 11:17:27,185 | Function: check_eml | Time: 0.0368 seconds
2024-12-09 11:17:27,194 | Function: extract_email_from_string | Time: 0.0007 seconds
2024-12-09 11:17:27,197 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:17:27,201 | Function: is_valid_email | Time: 0.0009 seconds
2024-12-09 11:17:27,204 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:17:27,208 | Function: check_external_apis | Time: 0.0156 seconds
2024-12-09 11:18:49,682 | Function: extract_body | Time: 0.0009 seconds
2024-12-09 11:18:49,698 | Function: extract_body | Time: 0.0015 seconds
2024-12-09 11:18:49,701 | Function: extract_urls | Time: 0.0160 seconds
2024-12-09 11:18:49,706 | Function: Error in extract_attachments: a bytes-like object is required, not 'NoneType'
2024-12-09 11:18:49,707 | Function: extract_attachments | Time: 0.0036 seconds
2024-12-09 11:18:49,711 | Function: check_eml | Time: 0.0411 seconds
2024-12-09 11:20:15,144 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 11:20:15,181 | Function: extract_body | Time: 0.0015 seconds
2024-12-09 11:20:15,185 | Function: extract_urls | Time: 0.0368 seconds
2024-12-09 11:20:15,196 | Function: extract_attachments | Time: 0.0079 seconds
2024-12-09 11:20:15,199 | Function: check_eml | Time: 0.0948 seconds
2024-12-09 11:20:15,206 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:20:15,209 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:20:15,211 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:20:15,218 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:20:15,222 | Function: check_external_apis | Time: 0.0174 seconds
2024-12-09 11:20:33,721 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 11:20:33,757 | Function: extract_body | Time: 0.0018 seconds
2024-12-09 11:20:33,760 | Function: extract_urls | Time: 0.0354 seconds
2024-12-09 11:20:33,771 | Function: extract_attachments | Time: 0.0079 seconds
2024-12-09 11:20:33,775 | Function: check_eml | Time: 0.0935 seconds
2024-12-09 11:20:33,781 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:20:33,784 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:20:33,787 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:20:33,790 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:20:33,794 | Function: check_external_apis | Time: 0.0142 seconds
2024-12-09 11:23:40,080 | Function: extract_body | Time: 0.0005 seconds
2024-12-09 11:23:40,097 | Function: extract_body | Time: 0.0005 seconds
2024-12-09 11:23:40,100 | Function: extract_urls | Time: 0.0164 seconds
2024-12-09 11:23:40,106 | Function: extract_attachments | Time: 0.0039 seconds
2024-12-09 11:23:40,109 | Function: check_eml | Time: 0.0444 seconds
2024-12-09 11:23:40,114 | Function: extract_email_from_string | Time: 0.0003 seconds
2024-12-09 11:23:40,117 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:23:40,120 | Function: is_valid_email | Time: 0.0004 seconds
2024-12-09 11:23:40,123 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:23:40,126 | Function: check_external_apis | Time: 0.0130 seconds
2024-12-09 11:25:37,697 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 11:25:37,734 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 11:25:37,737 | Function: extract_urls | Time: 0.0354 seconds
2024-12-09 11:25:37,749 | Function: extract_attachments | Time: 0.0083 seconds
2024-12-09 11:25:37,752 | Function: check_eml | Time: 0.0956 seconds
2024-12-09 11:25:37,760 | Function: extract_email_from_string | Time: 0.0008 seconds
2024-12-09 11:25:37,763 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:25:37,768 | Function: is_valid_email | Time: 0.0008 seconds
2024-12-09 11:25:37,771 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:25:37,775 | Function: check_external_apis | Time: 0.0180 seconds
2024-12-09 11:35:26,299 | Function: extract_body | Time: 0.0011 seconds
2024-12-09 11:35:26,331 | Function: extract_body | Time: 0.0017 seconds
2024-12-09 11:35:26,334 | Function: extract_urls | Time: 0.0314 seconds
2024-12-09 11:35:26,343 | Function: extract_attachments | Time: 0.0062 seconds
2024-12-09 11:35:26,346 | Function: check_eml | Time: 0.0811 seconds
2024-12-09 11:35:26,353 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:35:26,355 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:35:26,358 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:35:26,361 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:35:26,364 | Function: check_external_apis | Time: 0.0131 seconds
2024-12-09 11:38:10,651 | Function: extract_body | Time: 0.0021 seconds
2024-12-09 11:38:10,688 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 11:38:10,693 | Function: extract_urls | Time: 0.0355 seconds
2024-12-09 11:38:10,703 | Function: extract_attachments | Time: 0.0077 seconds
2024-12-09 11:38:10,706 | Function: check_eml | Time: 0.0958 seconds
2024-12-09 11:38:10,714 | Function: extract_email_from_string | Time: 0.0009 seconds
2024-12-09 11:38:10,718 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:38:10,723 | Function: is_valid_email | Time: 0.0010 seconds
2024-12-09 11:38:10,726 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:38:10,730 | Function: check_external_apis | Time: 0.0186 seconds
2024-12-09 11:39:20,808 | Function: extract_body | Time: 0.0011 seconds
2024-12-09 11:39:20,842 | Function: extract_body | Time: 0.0015 seconds
2024-12-09 11:39:20,845 | Function: extract_urls | Time: 0.0331 seconds
2024-12-09 11:39:20,855 | Function: extract_attachments | Time: 0.0078 seconds
2024-12-09 11:39:20,858 | Function: check_eml | Time: 0.0877 seconds
2024-12-09 11:39:20,863 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 11:39:20,867 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-09 11:39:20,871 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:39:20,873 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 11:39:20,875 | Function: check_external_apis | Time: 0.0122 seconds
2024-12-09 11:42:11,873 | Function: extract_body | Time: 0.0014 seconds
2024-12-09 11:42:11,967 | Function: extract_body | Time: 0.0013 seconds
2024-12-09 11:42:11,969 | Function: extract_urls | Time: 0.0927 seconds
2024-12-09 11:42:11,999 | Function: extract_attachments | Time: 0.0279 seconds
2024-12-09 11:42:12,004 | Function: check_eml | Time: 0.2444 seconds
2024-12-09 12:05:35,117 | Function: extract_body | Time: 0.0018 seconds
2024-12-09 12:05:35,184 | Function: extract_body | Time: 0.0017 seconds
2024-12-09 12:05:35,189 | Function: extract_urls | Time: 0.0579 seconds
2024-12-09 12:05:35,207 | Function: Error in extract_attachments: a bytes-like object is required, not 'NoneType'
2024-12-09 12:05:35,208 | Function: extract_attachments | Time: 0.0174 seconds
2024-12-09 12:05:35,212 | Function: check_eml | Time: 0.1618 seconds
2024-12-09 12:09:05,800 | Function: extract_body | Time: 0.0012 seconds
2024-12-09 12:09:05,975 | Function: extract_body | Time: 0.0020 seconds
2024-12-09 12:09:05,994 | Function: extract_urls | Time: 0.1900 seconds
2024-12-09 12:09:06,017 | Function: extract_attachments | Time: 0.0205 seconds
2024-12-09 12:09:06,020 | Function: check_eml | Time: 0.2612 seconds
2024-12-09 12:09:06,026 | Function: extract_email_from_string | Time: 0.0007 seconds
2024-12-09 12:09:06,029 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 12:09:06,032 | Function: is_valid_email | Time: 0.0008 seconds
2024-12-09 12:09:06,035 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:09:06,038 | Function: check_external_apis | Time: 0.0138 seconds
2024-12-09 12:20:15,892 | Function: extract_body | Time: 0.0008 seconds
2024-12-09 12:20:15,917 | Function: extract_body | Time: 0.0008 seconds
2024-12-09 12:20:15,919 | Function: extract_urls | Time: 0.0223 seconds
2024-12-09 12:20:15,927 | Function: extract_attachments | Time: 0.0069 seconds
2024-12-09 12:20:15,930 | Function: check_eml | Time: 0.0628 seconds
2024-12-09 12:20:15,935 | Function: extract_email_from_string | Time: 0.0004 seconds
2024-12-09 12:20:15,937 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 12:20:15,941 | Function: is_valid_email | Time: 0.0005 seconds
2024-12-09 12:20:15,944 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:20:15,947 | Function: check_external_apis | Time: 0.0137 seconds
2024-12-09 12:23:40,360 | Function: extract_body | Time: 0.0031 seconds
2024-12-09 12:23:40,537 | Function: extract_body | Time: 0.0014 seconds
2024-12-09 12:23:40,541 | Function: extract_urls | Time: 0.1759 seconds
2024-12-09 12:23:40,561 | Function: extract_attachments | Time: 0.0176 seconds
2024-12-09 12:23:40,564 | Function: check_eml | Time: 0.2498 seconds
2024-12-09 12:23:40,570 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 12:23:40,573 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-09 12:23:40,577 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:23:40,580 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:23:40,583 | Function: check_external_apis | Time: 0.0143 seconds
2024-12-09 12:24:06,453 | Function: extract_body | Time: 0.0007 seconds
2024-12-09 12:24:06,465 | Function: extract_body | Time: 0.0007 seconds
2024-12-09 12:24:06,469 | Function: extract_urls | Time: 0.0118 seconds
2024-12-09 12:24:06,471 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 12:24:06,476 | Function: check_eml | Time: 0.0304 seconds
2024-12-09 12:24:06,482 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 12:24:06,484 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 12:24:06,487 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:24:06,491 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 12:24:06,496 | Function: check_external_apis | Time: 0.0157 seconds
2024-12-09 13:04:12,506 | Function: extract_body | Time: 0.0015 seconds
2024-12-09 13:04:12,517 | Function: extract_body | Time: 0.0008 seconds
2024-12-09 13:04:12,523 | Function: extract_urls | Time: 0.0118 seconds
2024-12-09 13:04:12,526 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 13:04:12,528 | Function: check_eml | Time: 0.0330 seconds
2024-12-09 13:04:12,534 | Function: extract_email_from_string | Time: 0.0006 seconds
2024-12-09 13:04:12,538 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 13:04:12,542 | Function: is_valid_email | Time: 0.0007 seconds
2024-12-09 13:04:12,544 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 13:04:12,548 | Function: check_external_apis | Time: 0.0150 seconds
2024-12-09 16:44:32,149 | Function: extract_body | Time: 0.0006 seconds
2024-12-09 16:44:32,167 | Function: extract_body | Time: 0.0005 seconds
2024-12-09 16:44:32,172 | Function: extract_urls | Time: 0.0085 seconds
2024-12-09 16:44:32,175 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 16:44:32,178 | Function: check_eml | Time: 0.0346 seconds
2024-12-09 16:44:32,185 | Function: extract_email_from_string | Time: 0.0006 seconds
2024-12-09 16:44:32,189 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 16:44:32,193 | Function: is_valid_email | Time: 0.0007 seconds
2024-12-09 16:44:32,196 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 16:44:32,200 | Function: check_external_apis | Time: 0.0163 seconds
2024-12-09 16:47:34,873 | Function: extract_body | Time: 0.0011 seconds
2024-12-09 16:47:34,885 | Function: extract_body | Time: 0.0014 seconds
2024-12-09 16:47:34,889 | Function: extract_urls | Time: 0.0113 seconds
2024-12-09 16:47:34,893 | Function: extract_attachments | Time: 0.0001 seconds
2024-12-09 16:47:34,896 | Function: check_eml | Time: 0.0329 seconds
2024-12-09 16:47:34,910 | Function: extract_email_from_string | Time: 0.0007 seconds
2024-12-09 16:47:34,913 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-09 16:47:34,919 | Function: is_valid_email | Time: 0.0007 seconds
2024-12-09 16:47:34,922 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 16:47:34,926 | Function: check_external_apis | Time: 0.0183 seconds
2024-12-09 16:50:36,703 | Function: extract_body | Time: 0.0007 seconds
2024-12-09 16:50:36,713 | Function: extract_body | Time: 0.0006 seconds
2024-12-09 16:50:36,717 | Function: extract_urls | Time: 0.0097 seconds
2024-12-09 16:50:36,719 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 16:50:36,722 | Function: check_eml | Time: 0.0261 seconds
2024-12-09 16:50:36,738 | Function: extract_email_from_string | Time: 0.0006 seconds
2024-12-09 16:50:36,742 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-09 16:50:36,746 | Function: is_valid_email | Time: 0.0006 seconds
2024-12-09 16:50:36,748 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 16:50:36,751 | Function: check_external_apis | Time: 0.0143 seconds
2024-12-09 16:51:51,740 | Function: extract_body | Time: 0.0005 seconds
2024-12-09 16:51:51,749 | Function: extract_body | Time: 0.0008 seconds
2024-12-09 16:51:51,754 | Function: extract_urls | Time: 0.0103 seconds
2024-12-09 16:51:51,757 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 16:51:51,759 | Function: check_eml | Time: 0.0243 seconds
2024-12-09 16:51:51,770 | Function: extract_email_from_string | Time: 0.0005 seconds
2024-12-09 16:51:51,773 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 16:51:51,776 | Function: is_valid_email | Time: 0.0007 seconds
2024-12-09 16:51:51,779 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 16:51:51,784 | Function: check_external_apis | Time: 0.0152 seconds
2024-12-09 16:58:43,797 | Function: extract_body | Time: 0.0006 seconds
2024-12-09 16:58:43,807 | Function: extract_body | Time: 0.0007 seconds
2024-12-09 16:58:43,810 | Function: extract_urls | Time: 0.0091 seconds
2024-12-09 16:58:43,813 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-09 16:58:43,815 | Function: check_eml | Time: 0.0259 seconds
2024-12-09 16:58:43,825 | Function: extract_email_from_string | Time: 0.0005 seconds
2024-12-09 16:58:43,827 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-09 16:58:43,830 | Function: is_valid_email | Time: 0.0005 seconds
2024-12-09 16:58:43,832 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-09 16:58:43,835 | Function: check_external_apis | Time: 0.0114 seconds
